id,question,true_query,generated_query,success,execution_time,total_time,row_count,error,results,result_columns,execution_plan,validation_applied,final_query
fe862ff2d922e1153830a746,Which drug manufacturer is most frequently prescribed for patients under 18?,,"SELECT T3.C1 FROM ( SELECT T2.C1, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C2 FROM ( SELECT admissions.subject_id, prescriptions.drug, drugs.manufacturer FROM prescriptions JOIN drugs ON prescriptions.drug = drugs.drug_name WHERE prescriptions.starttime IS NOT NULL AND drugs.manufacturer IS NOT NULL ) AS T1 JOIN admissions ON T1.subject_id = admissions.subject_id WHERE admissions.dischtime IS NOT NULL AND datetime(admissions.dischtime) < datetime(current_time,'-18 year') GROUP BY T1.C1 ) AS T2 WHERE T2.C2 <= 1 GROUP BY T3.C1",False,0.0,0.0019018650054931,0,no such table: drugs,,,,True,"SELECT T3.manufacturer FROM ( SELECT T2.manufacturer, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C2 FROM ( SELECT admissions.subject_id, prescriptions.drug FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE prescriptions.starttime IS NOT NULL AND admissions.age < 18 ) AS T1 JOIN drugs ON T1.drug = drugs.drug_name WHERE drugs.manufacturer IS NOT NULL GROUP BY T1.manufacturer ) AS T2 WHERE T2.C2 = 1;"
619c0d97069b2720eecadf4c,What types of anesthesia are most common in the fusion or refusion of 2-3 vertebrae procedure?,,"SELECT T1.anesthesia FROM ( SELECT procedures_icd.icd_code, icd_procedures.title, patients.subject_id, procedures_icd.charttime, icd_procedures.long_title, admissions.hadm_id FROM procedures_icd JOIN icd_procedures ON procedures_icd.icd_code = icd_procedures.icd_code JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE icd_procedures.title = 'fusion or refusion of 2-3 vertebrae' ) AS T1 JOIN ( SELECT procedures_icd.icd_code, icd_procedures.title, patients.subject_id, procedures_icd.charttime, icd_procedures.long_title, admissions.hadm_id FROM procedures_icd JOIN icd_procedures ON procedures_icd.icd_code = icd_procedures.icd_code JOIN admissions ON procedures_icd.hadm_id = admissions.hadm_id WHERE icd_procedures.title = 'anesthesia' ) AS T2 ON T1.subject_id = T2.subject_id WHERE datetime(T1.charttime) >= datetime(T2.charttime) GROUP BY T2.title ORDER BY COUNT(*) DESC LIMIT 1",False,0.0,0.0023272037506103,0,incomplete input,,,,True,"SELECT icd_anesthetics.long_title FROM icd_anesthetics WHERE icd_anesthetics.icd_code IN ( SELECT T3.anesthesia_icd_code FROM ( SELECT T2.icd_code, T2.hadm_id FROM ( SELECT procedures_icd.icd_code, procedures_icd.hadm_id FROM procedures_icd WHERE procedures_icd.icd_code = ( SELECT icd_procedures.icd_code FROM icd_procedures WHERE icd_procedures.long_title = 'fusion or refusion of 2-3 vertebrae' ) ) AS T1 JOIN ( SELECT anesthetics_icd.icd_code, anesthetics_icd.hadm_id FROM anesthetics_icd WHERE anesthetics_icd.icd_code = ( SELECT icd_anesthetics.icd_code FROM icd_anesthetics WHERE icd_anesthetics.long_title = 'anesthesia' ) ) AS T2 ON T1.hadm_id = T2.hadm_id WHERE datetime(T1.charttime) >= datetime(T2.charttime) ) AS T3 GROUP BY T3.anesthesia_icd_code ORDER BY COUNT(*) DESC LIMIT 1 );"
4c6f37b09e9230a451cda980,What are the majors of the patients admitted to the icu whose first care unit is micu in the previous month?,,"SELECT DISTINCT patients.majors FROM patients WHERE patients.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.careunit = 'micu' AND datetime(admissions.intime,'start of month','-1 month') = datetime(current_time,'start of month','-1 month') )",False,0.0,0.0026359558105468,0,incomplete input,,,,True,"SELECT T3.specialty FROM ( SELECT T2.specialty, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, transfers.careunit, transfers.intime FROM transfers JOIN admissions ON transfers.hadm_id = admissions.hadm_id WHERE transfers.intype = 'admit to icu' AND datetime(transfers.intime,'start of month','-1 month') = datetime(current_time,'start of month','-1 month') ) AS T1 JOIN ( SELECT admissions.subject_id, patients.specialty, transfers.intime FROM transfers JOIN admissions ON transfers.hadm_id = admissions.hadm_id JOIN patients ON admissions.subject_id = patients.subject_id WHERE transfers.intype = 'admit to hospital' AND datetime(transfers.intime,'start of month','-1 month') = datetime(current_time,'start of month','-1 month') ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.careunit = 'micu' AND T2.careunit = 'micu' GROUP BY T2.specialty ) AS T3 WHERE T3.C1 <= 3;"
d06e1b6a44abb8c2d06f5c31,Generate a pie chart illustrating the distribution of the top 10 most common procedures.,,"SELECT pie_chart( SELECT T1.C1, T1.C2 FROM ( SELECT COUNT(*) AS C1, procedures_icd.icd_code FROM procedures_icd GROUP BY procedures_icd.icd_code ORDER BY C1 DESC LIMIT 10 ) AS T1 )",True,0.0,0.0014972686767578,0,,"[{'long_title': 'venous catheterization, not elsewhere classified', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.15599012238079674}, {'long_title': 'other nonoperative respiratory measurements', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.14122816574063987}, {'long_title': 'coronary arteriography using two catheters', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.10894432944765226}, {'long_title': 'electrocardiogram', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.09078694120637687}, {'long_title': 'enteral infusion of concentrated nutritional substances', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.09029669172386244}, {'long_title': 'insertion of infusion device into superior vena cava, percutaneous approach', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.08739150960525838}, {'long_title': 'continuous invasive mechanical ventilation for less than 96 consecutive hours', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.08597523332243891}, {'long_title': 'central venous catheter placement with guidance', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.08403239278062244}, {'long_title': 'procedure on single vessel', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.07851254675527472}, {'long_title': 'routine chest x-ray, so described', 'CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER ()': 0.07684206703707738}]",,,True,"SELECT d_icd_procedures.long_title ,  CAST(procedures_icd.count AS REAL) / SUM(procedures_icd.count) OVER () FROM ( SELECT icd_code ,  COUNT(*) AS count FROM procedures_icd WHERE strftime('%Y',procedures_icd.charttime) = '2100' GROUP BY icd_code ORDER BY count DESC LIMIT 10 ) AS procedures_icd JOIN d_icd_procedures ON procedures_icd.icd_code = d_icd_procedures.icd_code;"
b5704c126bc27a7b3e42628a,Please tell me the telephone number of patient 273's companion.,,"SELECT T1.compmrn FROM ( SELECT admissions.compmrn, patients.telephone FROM admissions WHERE admissions.subject_id = 273 ) AS T1 WHERE T1.compmrn IS NOT NULL",False,0.0,0.0031228065490722,0,no such column: admissions.contactphone,,,,True,"SELECT T1.contactphone FROM ( SELECT admissions.subject_id, admissions.contactphone FROM admissions WHERE admissions.subject_id = 273 ) AS T1 WHERE T1.contactphone IS NOT NULL;"
b7b46d74fb37a9539786e740,Does patient 17667 have any tests left to do before discharge?,,SELECT COUNT(*)>0 FROM tests WHERE tests.patient_id = 17667 AND tests.status = 'pending',False,0.0,0.0036423206329345,0,no such table: items,,,,True,SELECT COUNT(*)>0 FROM outputevents WHERE outputevents.stay_id IN ( SELECT stays.stay_id FROM admissions INNER JOIN icustays ON admissions.hadm_id = icustays.hadm_id WHERE admissions.subject_id = 17667 ) AND outputevents.itemid IN ( SELECT items.itemid FROM items WHERE items.label = 'tests' AND items.itemtype = 'output' ) AND NOT outputevents.endtime IS NULL;
056fb750773e90aa030e9950,What is the most common operating system among asian patients?,,SELECT T1.C1 FROM ( SELECT COUNT( DISTINCT subject_id ) AS C1 FROM patients WHERE patients.ethnicity = 'asian' GROUP BY patients.operating_system ) AS T1 ORDER BY T1.C1 DESC LIMIT 1,False,0.0,0.0024182796478271,0,no such column: admissions.operating_system,,,,True,"SELECT T1.operating_system FROM ( SELECT admissions.operating_system, COUNT( DISTINCT admissions.subject_id ) AS C1 FROM admissions WHERE admissions.subject_id IN ( SELECT patients.subject_id FROM patients WHERE patients.ethnicity = 'asian' ) GROUP BY admissions.operating_system ) AS T1 ORDER BY T1.C1 DESC LIMIT 1;"
84c0a3f1d8f6eba51c9d5bee,What is the average speed in knots for patients who were admitted to the icu for the past three months?,,"SELECT AVG(T1.valuenum) FROM ( SELECT admissions.subject_id, admissions.hadm_id, icustays.stay_id FROM icustays JOIN admissions ON icustays.hadm_id = admissions.hadm_id WHERE datetime(icustays.intime) >= datetime(current_time,'-3 month') ) AS T1 JOIN ( SELECT admissions.subject_id, admissions.hadm_id, labevents.valuenum FROM labevents JOIN admissions ON labevents.hadm_id = admissions.hadm_id WHERE labevents.itemid IN ( SELECT labevents.itemid FROM labevents WHERE labevents.label = 'speed in knots' ) AND datetime(labevents.charttime) >= datetime(current_time,'-3 month') ) AS T2 ON T1.subject_id = T2.subject_id",False,0.0,0.0013525485992431,0,no such table: labitems,,,,True,"SELECT AVG(T1.valuenum) FROM ( SELECT labevents.valuenum FROM labevents WHERE labevents.itemid IN ( SELECT labitems.itemid FROM labitems WHERE labitems.label = 'admit to icu' ) AND datetime(labevents.charttime) >= datetime(current_time,'-3 month') ) AS T1 WHERE T1.valuenum IS NOT NULL;"
35fbd2bb7e73dec7b0390bfd,What are the documents necessary for hospital discharge?,,"SELECT DISTINCT T1.title FROM ( SELECT admissions.subject_id, documents.title FROM documents JOIN admissions ON documents.hadm_id = admissions.hadm_id WHERE admissions.dischtime IS NOT NULL GROUP BY admissions.subject_id, documents.title ) AS T1",False,0.0,0.002328872680664,0,no such table: documents,,,,True,SELECT DISTINCT documents.title FROM documents WHERE documents.document_type = 'discharge summary';
b10d95d377e7fd96548c50cd,What are the distances of patients with medicaid?,,SELECT DISTINCT admissions.distance FROM admissions WHERE admissions.insurance = 'medicaid',False,0.0,0.0032098293304443,0,no such column: admissions.distance_from_home,,,,True,SELECT DISTINCT admissions.distance_from_home FROM admissions WHERE admissions.insurance = 'medicaid';
