id,question,true_query,generated_sql,true_result,success,execution_time,total_time,row_count,error,results,result_columns,execution_plan
8716193b576f9f33068e792d,Are any new drugs prescribed to patient 10004733 today compared to the ones yesterday?,"SELECT prescriptions.drug FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10004733 ) AND datetime(prescriptions.starttime,'start of day') = datetime(current_time,'start of day','-0 day') EXCEPT SELECT prescriptions.drug FROM prescriptions WHERE prescriptions.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10004733 ) AND datetime(prescriptions.starttime,'start of day') = datetime(current_time,'start of day','-1 day')","SELECT d.drug_name FROM drugs d JOIN ( SELECT p.patient_id, p.date, p.drug_id FROM prescriptions p JOIN patients pat ON p.patient_id = pat.patient_id WHERE pat.patient_id = 10004733 AND p.date = CURDATE() GROUP BY p.drug_id ) t1 ON d.id = t1.drug_id LEFT JOIN ( SELECT p.patient_id, p.date, p.drug_id FROM prescriptions p JOIN patients pat ON p.patient_id = pat.patient_id WHERE pat.patient_id = 10004733 AND p.date = CURDATE() - INTERVAL 1 DAY GROUP BY p.drug_id ) t2 ON d.id = t2.drug_id WHERE t2.drug_id IS NULL",[],False,0.0,0.0018241405487060547,0,"near ""1"": syntax error",,,
9811bdd8dd976caed209c6a2,What percentile is the value of the mcv of 80.0 among patients of the same age as patient 10018423 during the last hospital visit?,"SELECT DISTINCT T1.C1 FROM ( SELECT labevents.valuenum, PERCENT_RANK() OVER ( ORDER BY labevents.valuenum ) AS C1 FROM labevents WHERE labevents.itemid IN ( SELECT d_labitems.itemid FROM d_labitems WHERE d_labitems.label = 'mcv' ) AND labevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.age = ( SELECT admissions.age FROM admissions WHERE admissions.subject_id = 10018423 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime DESC LIMIT 1 ) ) ) AS T1 WHERE T1.valuenum = 80.0",SELECT percentile_cont(0.5) WITHIN GROUP (ORDER BY mcv) OVER (PARTITION BY age WHERE patient_id = 10018423) FROM visits WHERE patient_id = 10018423 AND visit_date = (SELECT MAX(visit_date) FROM visits WHERE patient_id = 10018423),,False,0.0,0.0011577606201171875,0,"near ""("": syntax error",,,
828e100d1270a025a702476f,Tell me what was patient 10018423's daily maximum weight since 28 months ago?,"SELECT MAX(chartevents.valuenum) FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10018423 ) ) AND chartevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'daily weight' AND d_items.linksto = 'chartevents' ) AND datetime(chartevents.charttime) >= datetime(current_time,'-28 month') GROUP BY strftime('%Y-%m-%d',chartevents.charttime)","SELECT DATE_TRUNC('day', timestamp) AS date, MAX(weight) AS max_weight FROM records WHERE patient_id = '10018423' AND timestamp >= NOW() - INTERVAL '28 months' GROUP BY DATE_TRUNC('day', timestamp) ORDER BY date ASC",[],False,0.0,0.002437114715576172,0,"near ""'28 months'"": syntax error",,,
db468e7d4e952084d2241b01,Could you list patient 10004235's monthly average weight since 03/2100?,"SELECT AVG(chartevents.valuenum) FROM chartevents WHERE chartevents.stay_id IN ( SELECT icustays.stay_id FROM icustays WHERE icustays.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10004235 ) ) AND chartevents.itemid IN ( SELECT d_items.itemid FROM d_items WHERE d_items.label = 'daily weight' AND d_items.linksto = 'chartevents' ) AND strftime('%Y-%m',chartevents.charttime) >= '2100-03' GROUP BY strftime('%Y-%m',chartevents.charttime)",SELECT AVG(weight) AS monthly_avg_weight FROM weight_history WHERE patient_id = '10004235' AND timestamp >= '2000-03-01' GROUP BY MONTH(timestamp),[],False,0.0,0.0020329952239990234,0,no such table: weight_history,,,
7615134b4fa7ff6ddf73b525,Tell me the total number of patients who were discharged from the hospital in 2100.,"SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.dischtime is NOT NULL AND strftime('%Y',admissions.dischtime) = '2100'",SELECT COUNT(*) FROM patients WHERE discharge_year = 2100,[{'COUNT( DISTINCT admissions.subject_id )': 0}],False,0.0,0.002422332763671875,0,no such column: discharge_year,,,
30472e5c27673faeb87b6a0d,What was the total number of patients on hematology/oncology in 2100?,"SELECT COUNT( DISTINCT admissions.subject_id ) FROM admissions WHERE admissions.hadm_id IN ( SELECT transfers.hadm_id FROM transfers WHERE transfers.careunit = 'hematology/oncology' AND strftime('%Y',transfers.intime) = '2100' )",SELECT SUM(number_of_patients) FROM patient_data WHERE year = 2100 AND department = 'Hematology/Oncology',[{'COUNT( DISTINCT admissions.subject_id )': 0}],False,0.0,0.0021779537200927734,0,no such table: patient_data,,,
138c2d22c5c0e542ad8688f0,What diagnosis did patient 10010471 receive in the first hospital encounter for the last time?,SELECT d_icd_diagnoses.long_title FROM d_icd_diagnoses WHERE d_icd_diagnoses.icd_code IN ( SELECT diagnoses_icd.icd_code FROM diagnoses_icd WHERE diagnoses_icd.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10010471 AND admissions.dischtime IS NOT NULL ORDER BY admissions.admittime ASC LIMIT 1 ) ORDER BY diagnoses_icd.charttime DESC LIMIT 1 ),SELECT d.name AS diagnosis_name FROM diagnoses AS d JOIN encounters AS e ON d.encounter_id = e.id WHERE e.patient_id = 10010471 AND e.encounter_type = 'first' AND e.encounter_date = ( SELECT MAX(encounter_date) FROM encounters WHERE patient_id = 10010471 AND encounter_type = 'first' ) ORDER BY e.encounter_date DESC LIMIT 1,,False,0.0,0.002699136734008789,0,no such table: diagnoses,,,
85e6a823fac4aece9e3933ba,When did patient 10011398 get the microbiology test for the last time in 12/this year?,"SELECT microbiologyevents.charttime FROM microbiologyevents WHERE microbiologyevents.hadm_id IN ( SELECT admissions.hadm_id FROM admissions WHERE admissions.subject_id = 10011398 ) AND datetime(microbiologyevents.charttime,'start of year') = datetime(current_time,'start of year','-0 year') AND strftime('%m',microbiologyevents.charttime) = '12' ORDER BY microbiologyevents.charttime DESC LIMIT 1",SELECT MAX(CAST(ORDER_DATE AS DATE)) FROM microbiologytest WHERE PATIENT_NUMBER = '10011398' AND ORDER_DATE LIKE '12%',[],False,0.0,0.0025475025177001953,0,no such table: microbiologytest,,,
c47c4a63334997fb668032de,What the proccedural of the drugs against cancer is?,,SELECT procedure FROM drugs WHERE condition = 'cancer',,False,0.0,0.0023965835571289062,0,no such table: drugs,,,
7a437c8dbddf61c5a8051a64,Show me the top three most frequent drugs that patients were prescribed within the same hospital visit after being diagnosed with hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (luts) this year.,"SELECT T3.drug FROM ( SELECT T2.drug, DENSE_RANK() OVER ( ORDER BY COUNT(*) DESC ) AS C1 FROM ( SELECT admissions.subject_id, diagnoses_icd.charttime, admissions.hadm_id FROM diagnoses_icd JOIN admissions ON diagnoses_icd.hadm_id = admissions.hadm_id WHERE diagnoses_icd.icd_code = ( SELECT d_icd_diagnoses.icd_code FROM d_icd_diagnoses WHERE d_icd_diagnoses.long_title = 'hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (luts)' ) AND datetime(diagnoses_icd.charttime,'start of year') = datetime(current_time,'start of year','-0 year') ) AS T1 JOIN ( SELECT admissions.subject_id, prescriptions.drug, prescriptions.starttime, admissions.hadm_id FROM prescriptions JOIN admissions ON prescriptions.hadm_id = admissions.hadm_id WHERE datetime(prescriptions.starttime,'start of year') = datetime(current_time,'start of year','-0 year') ) AS T2 ON T1.subject_id = T2.subject_id WHERE T1.charttime < T2.starttime AND T1.hadm_id = T2.hadm_id GROUP BY T2.drug ) AS T3 WHERE T3.C1 <= 3","SELECT TOP 3 drug_name, COUNT(*) AS prescription_count FROM patient_visits AS pv JOIN diagnoses AS d ON pv.visit_id = d.visit_id JOIN prescriptions AS p ON pv.visit_id = p.visit_id WHERE d.icd_code = 'N80.8' AND pv.visit_year = YEAR(CURRENT_DATE) GROUP BY drug_name ORDER BY prescription_count DESC",,False,0.0,0.002952098846435547,0,"near ""3"": syntax error",,,
